"","index","month","day","hour","Orders","temperature_2m...C.","precipitation..mm.","rain..mm.","cloudcover....","cloudcover_low....","cloudcover_mid....","cloudcover_high....","windspeed_10m..km.h.","winddirection_10m....","Friday","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","hr_0","hr_1","hr_2","hr_3","hr_4","hr_5","hr_6","hr_7","hr_8","hr_9","hr_10","hr_11","hr_12","hr_13","hr_14","hr_15","hr_16","hr_17","hr_18","hr_19","hr_20","hr_21","hr_22","hr_23"
"2100",2100,3,28,21,228,15.3,0,0,72,53,41,0,19.7,261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2101",2101,3,28,22,195,14.6,0,0,25,14,21,0,27.2,264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2102",2102,3,28,23,142,13.6,0,0,100,78,53,0,28.1,261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2103",2103,3,29,0,87,12.7,0,0,100,99,99,0,27.8,266,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2104",2104,3,29,1,44,12,0,0,100,100,95,0,27.4,273,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2105",2105,3,29,2,25,11.3,0,0,100,100,89,0,29.2,279,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2106",2106,3,29,3,19,10.5,0,0,100,100,45,0,30.7,286,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2107",2107,3,29,4,18,10.1,0,0,64,71,0,0,30.4,289,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2108",2108,3,29,5,30,9.3,0,0,38,42,0,0,29.7,289,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2109",2109,3,29,6,97,8.8,0,0,3,3,0,0,28.6,291,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2110",2110,3,29,7,201,8.7,0,0,8,9,0,0,28.2,293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2111",2111,3,29,8,276,8.3,0,0,2,2,0,0,27.5,296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2112",2112,3,29,9,223,7.8,0,0,4,4,0,0,26.6,297,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2113",2113,3,29,10,209,7.3,0,0,2,2,0,0,22.7,295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2114",2114,3,29,11,221,7.1,0,0,0,0,0,0,23.1,291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2115",2115,3,29,12,214,7.4,0,0,0,0,0,0,22.3,291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2116",2116,3,29,13,225,7.6,0,0,0,0,0,0,26.8,294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2117",2117,3,29,14,229,8.3,0,0,0,0,0,0,26.8,294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2118",2118,3,29,15,229,9.5,0,0,1,1,0,0,27.5,296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2119",2119,3,29,16,194,9.9,0,0,0,0,0,0,28.4,300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2120",2120,3,29,17,231,10.4,0,0,0,0,0,0,28.4,306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2121",2121,3,29,18,306,11,0,0,0,0,0,0,27.9,309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2122",2122,3,29,19,320,11.1,0,0,0,0,0,0,27.5,312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2123",2123,3,29,20,311,11.3,0,0,0,0,0,0,27,313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2124",2124,3,29,21,278,11.1,0,0,0,0,0,0,26.5,314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2125",2125,3,29,22,221,10.1,0,0,0,0,0,0,22.2,312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2126",2126,3,29,23,181,9.6,0,0,0,0,0,0,19.1,311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2127",2127,3,30,0,93,8.7,0,0,0,0,0,0,18.1,314,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2128",2128,3,30,1,55,8.1,0,0,0,0,0,0,18.1,319,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2129",2129,3,30,2,45,7.2,0,0,0,0,0,0,18.1,325,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2130",2130,3,30,3,26,6.1,0,0,0,0,0,0,16.9,333,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2131",2131,3,30,4,28,5.5,0,0,0,0,0,0,15.1,342,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2132",2132,3,30,5,33,4.8,0,0,0,0,0,0,11.7,342,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2133",2133,3,30,6,111,4.2,0,0,0,0,0,0,8.8,305,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2134",2134,3,30,7,237,3.8,0,0,0,0,0,0,10.3,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2135",2135,3,30,8,245,3.2,0,0,0,0,0,0,8.1,302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2136",2136,3,30,9,225,2.7,0,0,0,0,0,0,7.9,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2137",2137,3,30,10,223,2.2,0,0,0,0,0,0,5.8,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2138",2138,3,30,11,220,2.3,0,0,0,0,0,0,4.7,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2139",2139,3,30,12,210,2.6,0,0,0,0,0,0,4,265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2140",2140,3,30,13,209,4.6,0,0,0,0,0,0,2.3,252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2141",2141,3,30,14,217,6.2,0,0,0,0,0,0,3.6,174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2142",2142,3,30,15,217,8.5,0,0,0,0,0,0,6.1,180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2143",2143,3,30,16,205,9.4,0,0,0,0,0,0,9.5,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2144",2144,3,30,17,249,10.4,0,0,3,0,0,11,12.1,197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2145",2145,3,30,18,280,11.1,0,0,5,0,0,15,13,194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2146",2146,3,30,19,302,11.6,0,0,0,0,0,0,14.2,187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2147",2147,3,30,20,308,11.9,0,0,12,0,0,39,18,179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2148",2148,3,30,21,302,11.9,0,0,21,0,0,69,20.2,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2149",2149,3,30,22,238,10.6,0,0,27,0,0,89,18.3,164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2150",2150,3,30,23,192,10.2,0,0,27,0,0,89,18.9,172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2151",2151,3,31,0,111,9.7,0,0,31,0,2,100,17.7,185,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2152",2152,3,31,1,67,9.4,0,0,7,0,0,24,17.7,193,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2153",2153,3,31,2,39,8.8,0,0,29,0,0,96,19.1,196,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2154",2154,3,31,3,26,8.6,0,0,14,0,0,47,19.6,200,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2155",2155,3,31,4,21,8.5,0,0,30,0,0,100,18.4,206,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2156",2156,3,31,5,24,8.7,0,0,29,0,0,98,17.6,208,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2157",2157,3,31,6,132,9,0,0,24,0,0,79,18,206,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2158",2158,3,31,7,227,9.1,0,0,5,0,0,15,17.3,211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2159",2159,3,31,8,268,9.2,0,0,0,0,0,0,17.2,213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2160",2160,3,31,9,227,9.3,0,0,0,0,0,0,16.9,209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2161",2161,3,31,10,219,9.7,0,0,6,0,0,21,17.4,210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2162",2162,3,31,11,199,10,0,0,15,0,0,50,18.3,216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2163",2163,3,31,12,211,11.3,0,0,29,0,0,98,19,213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2164",2164,3,31,13,223,13.1,0,0,30,0,0,99,17.7,204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2165",2165,3,31,14,204,15,0,0,23,0,0,77,20.4,206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2166",2166,3,31,15,186,17.6,0,0,34,4,0,100,21.9,207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2167",2167,3,31,16,167,18.7,0,0,53,26,0,100,27.6,213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2168",2168,3,31,17,234,19.6,0,0,91,68,0,100,32.1,217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2169",2169,3,31,18,331,19.7,0,0,39,26,0,51,25.3,210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2170",2170,3,31,19,303,20.2,0,0,41,16,1,87,22.6,205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2171",2171,3,31,20,310,20.1,0,0,37,8,0,100,21.6,195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2172",2172,3,31,21,274,19.6,0,0,44,16,0,100,23.6,192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2173",2173,3,31,22,281,18.5,0,0,100,69,24,100,15.8,181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2174",2174,3,31,23,217,17.8,0,0,100,64,21,100,17.7,182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2175",2175,4,1,0,159,16.9,0,0,43,8,10,100,18.4,183,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2176",2176,4,1,1,104,16.5,0,0,29,0,0,98,19.5,183,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2177",2177,4,1,2,70,16.1,0,0,78,0,83,94,20.8,189,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2178",2178,4,1,3,59,16,0,0,93,4,100,97,22,195,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2179",2179,4,1,4,30,16.2,0,0,100,15,99,97,22.2,197,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2180",2180,4,1,5,51,16.3,0,0,100,27,98,95,22.2,200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2181",2181,4,1,6,90,16.4,0,0,95,27,69,99,21.4,200,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2182",2182,4,1,7,201,16.6,0,0,53,25,32,36,19.7,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2183",2183,4,1,8,254,16.5,0,0,100,34,82,100,18,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2184",2184,4,1,9,273,16.5,0,0,100,58,75,100,16.6,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2185",2185,4,1,10,243,17.2,0,0,100,87,46,100,13,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2186",2186,4,1,11,200,17.4,0,0,100,100,82,100,12.3,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2187",2187,4,1,12,224,17.2,0,0,100,98,84,100,13.9,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2188",2188,4,1,13,207,17.2,0,0,100,100,10,100,13.5,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2189",2189,4,1,14,210,17.8,0,0,100,100,11,100,15,197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2190",2190,4,1,15,208,17.9,0,0,100,62,26,100,18.7,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2191",2191,4,1,16,200,19.1,0.2,0.2,67,28,19,100,17.7,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2192",2192,4,1,17,248,19.4,0.1,0.1,90,51,23,100,18.8,216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2193",2193,4,1,18,328,21,0,0,76,66,12,30,19.4,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2194",2194,4,1,19,319,22.5,0,0,20,12,14,3,19.4,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2195",2195,4,1,20,281,22.7,0,0,22,13,17,0,17.2,217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2196",2196,4,1,21,260,21.8,0,0,21,11,17,4,16.4,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2197",2197,4,1,22,285,20.5,0.2,0.2,38,12,23,45,9.7,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2198",2198,4,1,23,313,20,1,1,56,9,30,100,10.9,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2199",2199,4,2,0,260,19,1.1,1.1,98,37,57,100,15.8,258,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2200",2200,4,2,1,231,18.6,0.4,0.4,100,51,80,100,10.8,272,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2201",2201,4,2,2,229,18.1,0,0,74,0,73,100,9.5,241,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2202",2202,4,2,3,114,17,0,0,89,0,99,99,11.4,257,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2203",2203,4,2,4,80,16,0,0,89,0,98,100,11.9,299,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2204",2204,4,2,5,21,14.8,0,0,87,0,95,100,10.6,332,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2205",2205,4,2,6,46,14,0,0,90,0,100,100,9.8,352,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2206",2206,4,2,7,79,13.6,0.1,0.1,90,0,100,100,7.1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2207",2207,4,2,8,127,12.9,0.3,0.3,90,0,100,99,7.1,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2208",2208,4,2,9,251,12.2,0.1,0.1,74,0,99,47,8.2,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2209",2209,4,2,10,261,11.3,0,0,69,0,99,31,3.3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210",2210,4,2,11,240,11,0,0,65,0,96,23,3.3,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2211",2211,4,2,12,274,11,0.3,0.3,71,1,92,48,2.6,124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2212",2212,4,2,13,260,10.5,1,1,93,11,93,92,2.3,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2213",2213,4,2,14,244,10.3,1.4,1.4,90,12,86,93,2.7,157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2214",2214,4,2,15,256,10.2,2.3,2.3,100,14,100,100,8.3,178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2215",2215,4,2,16,209,10.3,1.5,1.5,91,12,94,78,8.3,198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2216",2216,4,2,17,261,10.9,0.6,0.6,92,11,100,73,8.9,212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2217",2217,4,2,18,274,11.1,0.3,0.3,66,19,65,33,10.4,214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2218",2218,4,2,19,311,11.1,0,0,53,31,38,8,13.7,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2219",2219,4,2,20,278,11.9,0,0,52,17,60,1,14.8,252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2220",2220,4,2,21,272,12.4,0,0,40,20,37,0,14,244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2221",2221,4,2,22,288,11.9,0,0,37,8,49,0,10.5,188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2222",2222,4,2,23,345,11.7,0,0,1,0,2,0,11.5,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2223",2223,4,3,0,277,11,0,0,32,1,51,0,13,185,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2224",2224,4,3,1,247,10.4,0,0,42,1,69,0,14.7,197,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2225",2225,4,3,2,190,10.4,0,0,64,16,82,2,14.3,225,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2226",2226,4,3,3,141,9.7,0,0,65,4,92,22,12.1,203,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2227",2227,4,3,4,92,9,0,0,71,7,76,65,11.3,173,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2228",2228,4,3,5,22,8.5,0.1,0.1,100,87,96,84,16.3,211,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2229",2229,4,3,6,40,7,1.1,1.1,100,40,100,56,21.4,262,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2230",2230,4,3,7,52,6,0.5,0.5,94,36,91,22,23,279,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2231",2231,4,3,8,94,5.1,0.9,0.9,100,74,65,0,22.9,278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2232",2232,4,3,9,152,4.5,0.9,0.8,100,95,100,1,24.5,294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2233",2233,4,3,10,200,2.7,0.9,0.8,87,28,100,6,26.6,286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2234",2234,4,3,11,253,2,0.3,0.2,56,8,81,0,34.6,291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2235",2235,4,3,12,251,2.1,0,0,22,15,14,0,37.7,297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2236",2236,4,3,13,282,2.3,0,0,8,3,9,0,38,298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2237",2237,4,3,14,269,2.3,0,0,21,12,17,0,37.9,299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
